objectid,object_location,,image_back,image_small,image_thumb,sortid,identifier,title,image_alt_text,fullname,firstname,familyname,occupation,creator,date,date_note,date_coverage,date_lifespan,description,note_sources,note_internal,subject,rights,rightsstatement,rightsstatement,location,language,format,source,latitude,longitude,type,youtubeid,vimeoid,object_transcript
f1964_1971,https://digimuseum.site/vpimages/f1964_1971_a.jpg,https://digimuseum.site/vpimages/f1964_1971_a_th.jpg,https://digimuseum.site/vpimages/f1964_1971_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1971_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1971_a_th.jpg,,f1964_1971,"Nilsson, Gustava",,Gustava Nilsson,,Nilsson,Restauratris,Anders Andersson,1873,ca,1873-1875,,"Mamsell Gustava Nilsson. Restauratris på (?), Östergötland",,,,,,,,,,,,,,,,
f1964_1972,https://digimuseum.site/vpimages/f1964_1972_a.jpg,https://digimuseum.site/vpimages/f1964_1972_a_th.jpg,https://digimuseum.site/vpimages/f1964_1972_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1972_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1972_a_th.jpg,,f1964_1972,"Alexandersson, Per",,Per Alexandersson,,Alexandersson,Handlande,Anders Andersson,1873,ca,1873-1875,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1973,https://digimuseum.site/vpimages/f1964_1973_a.jpg,https://digimuseum.site/vpimages/f1964_1973_a_th.jpg,https://digimuseum.site/vpimages/f1964_1973_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1973_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1973_a_th.jpg,,f1964_1973,"Alexandersson, Per",,Per Alexandersson,,Alexandersson,Handlande,Anders Andersson,1874,ca,1873-1875,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1974,https://digimuseum.site/vpimages/f1964_1974_a.jpg,https://digimuseum.site/vpimages/f1964_1974_a_th.jpg,https://digimuseum.site/vpimages/f1964_1974_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1974_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1974_a_th.jpg,,f1964_1974,"Alexandersson, Per",,Per Alexandersson,,Alexandersson,Handlande,Okänd,1872,ca,1869-1872,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1975,https://digimuseum.site/vpimages/f1964_1975_a.jpg,https://digimuseum.site/vpimages/f1964_1975_a_th.jpg,https://digimuseum.site/vpimages/f1964_1975_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1975_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1975_a_th.jpg,,f1964_1975,"Alexandersson, Per",,Per Alexandersson,,Alexandersson,Handlande,Fredrik Borgstedt,1900,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1976,https://digimuseum.site/vpimages/f1964_1976_a.jpg,https://digimuseum.site/vpimages/f1964_1976_a_th.jpg,https://digimuseum.site/vpimages/f1964_1976_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1976_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1976_a_th.jpg,,f1964_1976,"Schönberg, Frans",,Frans Schönberg,,Schönberg,Vågmästare,August Kling,1872,ca,,-1866,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1977,https://digimuseum.site/vpimages/f1964_1977_a.jpg,https://digimuseum.site/vpimages/f1964_1977_a_th.jpg,https://digimuseum.site/vpimages/f1964_1977_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1977_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1977_a_th.jpg,,f1964_1977,"Johansson, Matilda",,Matilda Johansson,,Johansson,Barnmorska,Fredrique Holmstedt,1897,ca,,,Barnmorska. EHJ s. 274. Tidigt änka. Dottern Alma privatlärarinna.,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041236","14,8907069217978",Image;StillImage,,,
f1964_1978,https://digimuseum.site/vpimages/f1964_1978_a.jpg,https://digimuseum.site/vpimages/f1964_1978_a_th.jpg,https://digimuseum.site/vpimages/f1964_1978_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1978_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1978_a_th.jpg,,f1964_1978,"Ström, Carl August",,Carl August Ström,,Ström,Handlande,Anders Andersson,1879,ca,1874-1879,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1979,https://digimuseum.site/vpimages/f1964_1979_a.jpg,https://digimuseum.site/vpimages/f1964_1979_a_th.jpg,https://digimuseum.site/vpimages/f1964_1979_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1979_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1979_a_th.jpg,,f1964_1979,"Ström, Carl August",,Carl August Ström,,Ström,Handlande,P.M. Lindstedt,1869,ca,1865-1869,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1980,https://digimuseum.site/vpimages/f1964_1980_a.jpg,https://digimuseum.site/vpimages/f1964_1980_a_th.jpg,https://digimuseum.site/vpimages/f1964_1980_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1980_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1980_a_th.jpg,,f1964_1980,"Ström, Carl August",,Carl August Ström,,Ström,,Svante Leonard Rydholm,1868,ca,1865-1869,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1981,https://digimuseum.site/vpimages/f1964_1981_a.jpg,https://digimuseum.site/vpimages/f1964_1981_a_th.jpg,https://digimuseum.site/vpimages/f1964_1981_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1981_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1981_a_th.jpg,,f1964_1981,"Ström, Mimmi",,Mimmi Ström,,Ström,,N.B. Ögren,1874,ca,,,Fru Mimmi Ström f. Regnstrand,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1982,https://digimuseum.site/vpimages/f1964_1982_a.jpg,https://digimuseum.site/vpimages/f1964_1982_a_th.jpg,https://digimuseum.site/vpimages/f1964_1982_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1982_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1982_a_th.jpg,,f1964_1982,"Ström, Mimmi",,Mimmi Ström,,Ström,,,1866,ca,,,Fru Mimmi Ström f. Regnstrand,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1983,https://digimuseum.site/vpimages/f1964_1983_a.jpg,https://digimuseum.site/vpimages/f1964_1983_a_th.jpg,https://digimuseum.site/vpimages/f1964_1983_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1983_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1983_a_th.jpg,,f1964_1983,"Ström, Carl",,Carl Ström,,Ström,,C.H. Gustafsson,1884,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1984,https://digimuseum.site/vpimages/f1964_1984_a.jpg,https://digimuseum.site/vpimages/f1964_1984_a_th.jpg,https://digimuseum.site/vpimages/f1964_1984_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1984_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1984_a_th.jpg,,f1964_1984,"Ström, Hjalmar",,Hjalmar Ström,,Ström,,Anders Andersson,1874,ca,,,Modern född Regnstrand.,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041236","14,8907069217978",Image;StillImage,,,
f1964_1985,https://digimuseum.site/vpimages/f1964_1985_a.jpg,https://digimuseum.site/vpimages/f1964_1985_a_th.jpg,https://digimuseum.site/vpimages/f1964_1985_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1985_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1985_a_th.jpg,,f1964_1985,"Ström, Hjalmar",,Hjalmar Ström,,Ström,,Anders Andersson,1874,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1986,https://digimuseum.site/vpimages/f1964_1986_a.jpg,https://digimuseum.site/vpimages/f1964_1986_a_th.jpg,https://digimuseum.site/vpimages/f1964_1986_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1986_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1986_a_th.jpg,,f1964_1986,"Ström, Elsa",,Elsa Ström,,Ström,,John Wallgren,1895,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1987,https://digimuseum.site/vpimages/f1964_1987_a.jpg,https://digimuseum.site/vpimages/f1964_1987_a_th.jpg,https://digimuseum.site/vpimages/f1964_1987_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1987_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1987_a_th.jpg,,f1964_1987,"Ström, Elsa",,Elsa Ström,,Ström,,Fredrique Holmstedt,1898,ca,,,Dotter till köpman Ström och Mimmi Regnstrand,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1988,https://digimuseum.site/vpimages/f1964_1988_a.jpg,https://digimuseum.site/vpimages/f1964_1988_a_th.jpg,https://digimuseum.site/vpimages/f1964_1988_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1988_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1988_a_th.jpg,,f1964_1988,"Wong, Alfred",,Alfred Wong,,Wong,Telegrafkommissarie,,1870,ca,,1823-1878,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1989,https://digimuseum.site/vpimages/f1964_1989_a.jpg,https://digimuseum.site/vpimages/f1964_1989_a_th.jpg,https://digimuseum.site/vpimages/f1964_1989_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1989_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1989_a_th.jpg,,f1964_1989,"Wong, fru",,Fru Wong,,Wong,,,1870,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1990,https://digimuseum.site/vpimages/f1964_1990_a.jpg,https://digimuseum.site/vpimages/f1964_1990_a_th.jpg,https://digimuseum.site/vpimages/f1964_1990_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1990_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1990_a_th.jpg,,f1964_1990,"Wong, Anna",,Anna Wong,,Wong,,Anders Andersson,1874,ca,,,Frk. Anna Wong,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1991,https://digimuseum.site/vpimages/f1964_1991_a.jpg,https://digimuseum.site/vpimages/f1964_1991_a_th.jpg,https://digimuseum.site/vpimages/f1964_1991_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1991_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1991_a_th.jpg,,f1964_1991,"Wong, Helge",,Helge Wong,,Wong,,Alfred Vougt,1874,ca,,,Helge Wo,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041237","14,8907069217978",Image;StillImage,,,
f1964_1992,https://digimuseum.site/vpimages/f1964_1992_a.jpg,https://digimuseum.site/vpimages/f1964_1992_a_th.jpg,https://digimuseum.site/vpimages/f1964_1992_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1992_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1992_a_th.jpg,,f1964_1992,"Wirén, Agnes",,Agnes Wirén,,Wirén,Handelsidkerska,Anders Andersson,1879,ca,,-1848,Frk. Agnes Wirén,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1993,https://digimuseum.site/vpimages/f1964_1993_a.jpg,https://digimuseum.site/vpimages/f1964_1993_a_th.jpg,https://digimuseum.site/vpimages/f1964_1993_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1993_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1993_a_th.jpg,,f1964_1993,"Wirén, Agnes",,Agnes Wirén,,Wirén,Handelsidkerska,,1897,ca,,-1848,Affärsinnehavare,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1994,https://digimuseum.site/vpimages/f1964_1994_a.jpg,https://digimuseum.site/vpimages/f1964_1994_a_th.jpg,https://digimuseum.site/vpimages/f1964_1994_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1994_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1994_a_th.jpg,,f1964_1994,"Wirén, C.J.",,C.J. Wirén,,Wirén,Målare,,1870,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041238","14,8907069217978",Image;StillImage,,,
f1964_1995,https://digimuseum.site/vpimages/f1964_1995_a.jpg,https://digimuseum.site/vpimages/f1964_1995_a_th.jpg,https://digimuseum.site/vpimages/f1964_1995_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1995_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1995_a_th.jpg,,f1964_1995,"Ullstedt, Eva",,Eva Ullstedt,,Ullstedt,Sjuksköterska,Fredrique Holmstedt,1894,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1996,https://digimuseum.site/vpimages/f1964_1996_a.jpg,https://digimuseum.site/vpimages/f1964_1996_a_th.jpg,https://digimuseum.site/vpimages/f1964_1996_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1996_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1996_a_th.jpg,,f1964_1996,"Ulander, Frans",,Frans Ulander,,Ulander,Garvare,,1870,ca,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1997,https://digimuseum.site/vpimages/f1964_1997_a.jpg,https://digimuseum.site/vpimages/f1964_1997_a_th.jpg,https://digimuseum.site/vpimages/f1964_1997_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1997_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1997_a_th.jpg,,f1964_1997,"Toll, Svante Josef",,Svante Josef Toll,,Toll,Löjtnant; Gymnastiklärare,,1865,ca,,1837-1903,Gymnastiklärare vid Wadstena läroverk från 1888.,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_1998,https://digimuseum.site/vpimages/f1964_1998_a.jpg,https://digimuseum.site/vpimages/f1964_1998_a_th.jpg,https://digimuseum.site/vpimages/f1964_1998_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1998_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1998_a_th.jpg,,f1964_1998,"Toll, Svante Josef",,Svante Josef Toll,,Toll,Löjtnant; Gymnastiklärare,,1870,ca,,1837-1903,Gymnastiklärare vid Wadstena läroverk från 1888.,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041239","14,8907069217978",Image;StillImage,,,
f1964_1999,https://digimuseum.site/vpimages/f1964_1999_a.jpg,https://digimuseum.site/vpimages/f1964_1999_a_th.jpg,https://digimuseum.site/vpimages/f1964_1999_b_sm.jpg,https://digimuseum.site/vpimages/f1964_1999_a_sm.jpg,https://digimuseum.site/vpimages/f1964_1999_a_th.jpg,,f1964_1999,"Toll, Sofi",,Sofi Toll,,Toll,,Anders Andersson,1877,ca,,1850-1915,"Sofi Toll, f. Carlsson",,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_2000,https://digimuseum.site/vpimages/f1964_2000_a.jpg,https://digimuseum.site/vpimages/f1964_2000_a_th.jpg,https://digimuseum.site/vpimages/f1964_2000_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2000_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2000_a_th.jpg,,f1964_2000,"Toll, Ingrid",,Ingrid Toll,,Toll,,Fredrique Holmstedt,1894,not.,,,,,,,Föreningen Gamla Vadstena,PDM,,Vadstena,swe,image/jpeg,Föreningen Gamla Vadstena,"58,4493607041235","14,8907069217978",Image;StillImage,,,
f1964_2001,https://digimuseum.site/vpimages/f1964_2001_a.jpg,https://digimuseum.site/vpimages/f1964_2001_a_th.jpg,https://digimuseum.site/vpimages/f1964_2001_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2001_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2001_a_th.jpg,,f1964_2001,"Toll, Ingrid",,Ingrid Toll,,Toll,,Swen Swensson,1899,ca,1898-1900,,,,,,,,,,,,,,,,,,
f1964_2002,https://digimuseum.site/vpimages/f1964_2002_a.jpg,https://digimuseum.site/vpimages/f1964_2002_a_th.jpg,https://digimuseum.site/vpimages/f1964_2002_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2002_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2002_a_th.jpg,,f1964_2002,"Toll, Ingrid",,Ingrid Toll,,Toll,,John Wallgren,1902,ca,1900-1905,,,,,,,,,,,,,,,,,,
f1964_2003,https://digimuseum.site/vpimages/f1964_2003_a.jpg,https://digimuseum.site/vpimages/f1964_2003_a_th.jpg,https://digimuseum.site/vpimages/f1964_2003_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2003_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2003_a_th.jpg,,f1964_2003,"Toll, Harald",,Harald Toll,,Toll,,Maria Tesch,1891,ca,1885-1892,,,,,,,,,,,,,,,,,,
f1964_2004,https://digimuseum.site/vpimages/f1964_2004_a.jpg,https://digimuseum.site/vpimages/f1964_2004_a_th.jpg,https://digimuseum.site/vpimages/f1964_2004_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2004_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2004_a_th.jpg,,f1964_2004,"Toll, Harald",,Harald Toll,,Toll,,Fredrique Holmstedt,1894,ca,1893-1898,,,,,,,,,,,,,,,,,,
f1964_2005,https://digimuseum.site/vpimages/f1964_2005_a.jpg,https://digimuseum.site/vpimages/f1964_2005_a_th.jpg,https://digimuseum.site/vpimages/f1964_2005_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2005_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2005_a_th.jpg,,f1964_2005,"Toll, Harald",,Harald Toll,,Toll,,Swen Swensson,1900,ca,1895-1900,,,,,,,,,,,,,,,,,,
f1964_2006,https://digimuseum.site/vpimages/f1964_2006_a.jpg,https://digimuseum.site/vpimages/f1964_2006_a_th.jpg,https://digimuseum.site/vpimages/f1964_2006_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2006_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2006_a_th.jpg,,f1964_2006,"Toll, Ingrid; Toll, Harald",,Ingrid och Harald Toll,,Toll,,Swen Swensson,1900,ca,1898-1905,,,,,,,,,,,,,,,,,,
f1964_2007,https://digimuseum.site/vpimages/f1964_2007_a.jpg,https://digimuseum.site/vpimages/f1964_2007_a_th.jpg,https://digimuseum.site/vpimages/f1964_2007_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2007_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2007_a_th.jpg,,f1964_2007,"Sandberg, Victor Frithiof ",,Victor Frithiof Sandberg,,Sandberg,Sadelmakare,Fredrik Borgstedt,1905,ca,1900-1910,,,,,,,,,,,,,,,,,,
f1964_2008,https://digimuseum.site/vpimages/f1964_2008_a.jpg,https://digimuseum.site/vpimages/f1964_2008_a_th.jpg,https://digimuseum.site/vpimages/f1964_2008_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2008_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2008_a_th.jpg,,f1964_2008,"Sandberg, Victor ",,Victor Sandberg,,Sandberg,Apotekare,John Wallgren,1899,ca,1888-1900,,,,,,,,,,,,,,,,,,
f1964_2009,https://digimuseum.site/vpimages/f1964_2009_a.jpg,https://digimuseum.site/vpimages/f1964_2009_a_th.jpg,https://digimuseum.site/vpimages/f1964_2009_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2009_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2009_a_th.jpg,,f1964_2009,"Sandberg, Victor ",,Victor Sandberg,,Sandberg,Apotekare,Karl Karlson,1899,not.,,,,,,,,,,,,,,,,,,,
f1964_2010,https://digimuseum.site/vpimages/f1964_2010_a.jpg,https://digimuseum.site/vpimages/f1964_2010_a_th.jpg,https://digimuseum.site/vpimages/f1964_2010_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2010_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2010_a_th.jpg,,f1964_2010,"Sandberg, Axel",,Axel Sandberg,,Sandberg,Apotekare,,1864,not.,,-1839,Daterat 9/2 64. Axel Fredrik f 23/4 1839 Vadstena. Skriven Axel Ferdinand i Motala.,BiS f 23/4 1839 son till Maja Stina f Lohm,Hustru Datering kan tyda på att släkt själv överlämnat fotografier.,,,,,,,,,,,,,,
f1964_2011,https://digimuseum.site/vpimages/f1964_2011_a.jpg,https://digimuseum.site/vpimages/f1964_2011_a_th.jpg,https://digimuseum.site/vpimages/f1964_2011_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2011_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2011_a_th.jpg,,f1964_2011,"Sandberg, Maja Stina",,Maja Stina Sandberg,,Sandberg,,,1864,ca,1864-1869,,Identitet inte klar. Påskrift: ”Maja Stina Sandberg f. Lohm” Hon är född 1799. Samma porträtt i dublett D0010 påskrift ”Fru Fredrique Sandberg”.,,,,,,,,,,,,,,,,
f1964_2012,https://digimuseum.site/vpimages/f1964_2012_a.jpg,https://digimuseum.site/vpimages/f1964_2012_a_th.jpg,https://digimuseum.site/vpimages/f1964_2012_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2012_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2012_a_th.jpg,,f1964_2012,"Winberg, Theodor",,Theodor Winberg,,Winberg,Urmakare,,1870,ca,1865-1871,,,,,,,,,,,,,,,,,,
f1964_2013,https://digimuseum.site/vpimages/f1964_2013_a.jpg,https://digimuseum.site/vpimages/f1964_2013_a_th.jpg,https://digimuseum.site/vpimages/f1964_2013_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2013_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2013_a_th.jpg,,f1964_2013,"Winberg, Theodor",,Theodor Winberg,,Winberg,Urmakare,,1870,ca,1865-1871,,,,,,,,,,,,,,,,,,
f1964_2014,https://digimuseum.site/vpimages/f1964_2014_a.jpg,https://digimuseum.site/vpimages/f1964_2014_a_th.jpg,https://digimuseum.site/vpimages/f1964_2014_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2014_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2014_a_th.jpg,,f1964_2014,"Winberg, Theodor",,Theodor Winberg,,Winberg,Urmakare,Anders Andersson,1873,ca,1873-1875,,,,,,,,,,,,,,,,,,
f1964_2015,https://digimuseum.site/vpimages/f1964_2015_a.jpg,https://digimuseum.site/vpimages/f1964_2015_a_th.jpg,https://digimuseum.site/vpimages/f1964_2015_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2015_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2015_a_th.jpg,,f1964_2015,"Winber, Hedvig",,Hedvig Winberg,,Winberg,,,1865,ca,1864-1869,,Fru Hedvig Winberg f. Kindberg,,,,,,,,,,,,,,,,
f1964_2016,https://digimuseum.site/vpimages/f1964_2016_a.jpg,https://digimuseum.site/vpimages/f1964_2016_a_th.jpg,https://digimuseum.site/vpimages/f1964_2016_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2016_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2016_a_th.jpg,,f1964_2016,"Winber, Hedvig",,Hedvig Winberg,,Winberg,,Maria Tesch,1880,ca,1878-1882,,Fru Hedvig Winberg f. Kindberg,,,,,,,,,,,,,,,,
f1964_2017,https://digimuseum.site/vpimages/f1964_2017_a.jpg,https://digimuseum.site/vpimages/f1964_2017_a_th.jpg,https://digimuseum.site/vpimages/f1964_2017_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2017_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2017_a_th.jpg,,f1964_2017,"Winber, Hedvig",,Hedvig Winberg,,Winberg,,F.A. Winberg,1910,ca,1900-1910,,Fru Hedvig Winberg f. Kindberg,,,,,,,,,,,,,,,,
f1964_2018,https://digimuseum.site/vpimages/f1964_2018_a.jpg,https://digimuseum.site/vpimages/f1964_2018_a_th.jpg,https://digimuseum.site/vpimages/f1964_2018_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2018_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2018_a_th.jpg,,f1964_2018,"Uhlin, Ebba",,Ebba Uhlin,,Uhlin,,C.H. Gustafsson,1882,ca,1880-1885,,,,,,,,,,,,,,,,,,
f1964_2019,https://digimuseum.site/vpimages/f1964_2019_a.jpg,https://digimuseum.site/vpimages/f1964_2019_a_th.jpg,https://digimuseum.site/vpimages/f1964_2019_b_sm.jpg,https://digimuseum.site/vpimages/f1964_2019_a_sm.jpg,https://digimuseum.site/vpimages/f1964_2019_a_th.jpg,,f1964_2019,"Uhlin, Ebba",,Ebba Uhlin,,Uhlin,,Carl Rosén,1882,ca,1888-1885,,Fru Ebba Uhlin,,,,,,,,,,,,,,,,
